,LOCATION,ROOM,QUARTER_INDEX,QUARTER,COURSE_ID,COURSE_NUM,SECTION,INSTRUCTOR_LAST,INSTRUCTOR_FIRST,SECTION_SIZE,RESPONSE_SIZE,RATING,know_rating,prep_rating,audible_rating,expl_rating,attent_rating,note_rating,stimu_rating,rec_course_rating,rec_professor_rating
598470,CSB  ,115,81,SP17,COGS,3,901261,Boyle,Mary E. T.,31,11,3.545454545,4.3888888889999995,4.333333333,4.294117647,4.222222222,3.588235294,3.666666667,4.058823529,0.95,1.0
598491,CSB  ,115,81,SP17,COGS,3,901262,Boyle,Mary E. T.,35,8,3.5,4.4375,4.5,4.1875,4.4375,3.875,3.875,4.0,0.9375,0.875
598511,CSB  ,115,81,SP17,COGS,3,909459,Boyle,Mary E. T.,28,7,3.857142857,4.533333333,4.533333333,4.6,4.466666667,3.6,3.866666667,4.1875,0.8125,0.875
598542,PCYNH,121,81,SP17,COGS,9,906239,Fleischer,Jason G,54,16,4.625,4.822222222,4.739130435,4.826086957,4.8,4.444444444,4.177777778,4.711111111,0.97826087,0.97826087
598563,PCYNH,121,81,SP17,COGS,9,906240,Fleischer,Jason G,52,20,4.45,3.857142857,3.857142857,4.0,3.857142857,3.857142857,3.714285714,3.857142857,0.857142857,0.857142857
598584,PCYNH,121,81,SP17,COGS,9,906241,Fleischer,Jason G,51,18,4.3888888889999995,4.255319149,4.2173913039999995,4.304347826,4.065217391,3.85106383,3.9090909089999997,4.0638297869999995,0.854166667,0.833333333
598605,PCYNH,121,81,SP17,COGS,9,906242,Fleischer,Jason G,28,16,4.4375,4.135135135,4.256410256000001,4.225,4.0,3.76744186,3.69047619,4.266666667,0.911111111,0.860465116
650626,MANDE,B-150,90,SP18,COGS,1,938186,Pineda,Jaime A,53,17,3.9411764710000003,4.0425531910000005,4.1428571430000005,4.387755102,4.12244898,3.857142857,3.897959184,4.285714286,0.93877551,0.857142857
650647,CENTR,222,90,SP18,COGS,1,938187,Pineda,Jaime A,59,20,4.1,4.256410256000001,4.243902439,4.279069767,4.1621621619999996,4.0,3.976190476,4.11627907,0.9767441859999999,0.837209302
650668,CENTR,222,90,SP18,COGS,1,938188,Pineda,Jaime A,53,10,4.2,4.184210526,4.194444444,4.102564103,4.1578947369999995,3.769230769,3.736842105,4.125,0.9285714290000001,0.880952381
650689,PCYNH,121,90,SP18,COGS,1,938189,Pineda,Jaime A,55,10,4.1,4.170212766000001,4.1428571430000005,4.163265306,4.0625,3.470588235,3.708333333,4.28,0.901960784,0.9
650710,PETER,102,90,SP18,COGS,1,938190,Pineda,Jaime A,58,19,4.1578947369999995,4.1875,4.276595745,4.270833333,4.152173913,3.66,3.9,4.211538462,0.830188679,0.79245283
650731,PCYNH,121,90,SP18,COGS,1,938191,Pineda,Jaime A,40,12,4.416666667,4.146341463,4.1428571430000005,4.12195122,3.868421053,3.658536585,3.775,4.139534884,0.818181818,0.772727273
650752,PETER,103,90,SP18,COGS,1,938192,Pineda,Jaime A,54,23,4.173913043,4.8,4.6,4.742857143,4.371428571,4.028571428999999,3.685714286,4.428571429,1.0,1.0
650773,CSB  ,5,90,SP18,COGS,1,938193,Pineda,Jaime A,38,9,4.222222222,4.730769231,4.56,4.615384615,4.346153846,4.076923077,3.807692308,4.296296296,0.923076923,0.961538462
650878,WLH  ,2111,90,SP18,COGS,100,938251,Scott,Taylor Jackson,62,57,4.50877193,4.8125,4.84375,4.78125,4.6875,4.3125,4.0,4.625,0.96875,0.967741935
650899,PETER,103,90,SP18,COGS,100,938252,Scott,Taylor Jackson,64,54,4.425925926000001,4.428571429,3.571428571,4.19047619,3.476190476,2.3809523809999997,2.857142857,3.714285714,0.380952381,0.7142857140000001
650920,WLH  ,2111,90,SP18,COGS,100,938253,Scott,Taylor Jackson,57,50,4.14,4.3125,3.5625,4.0625,3.25,2.3125,2.4375,2.875,0.25,0.5
651487,MANDE,B-150,90,SP18,COGS,11,938206,Boroditsky,Lera,51,11,4.909090909,4.333333333,4.153846154,4.230769231,4.153846154,3.076923077,3.384615385,4.0,0.692307692,0.692307692
651508,MANDE,B-150,90,SP18,COGS,11,938207,Boroditsky,Lera,30,11,4.818181818,4.352941176,4.176470588,4.4117647060000005,3.882352941,3.0588235289999997,2.9411764710000003,3.5,0.611111111,0.8235294120000001
651529,PETER,103,90,SP18,COGS,11,938208,Boroditsky,Lera,35,15,4.866666667,4.5,4.125,4.25,4.133333333,3.0625,3.4666666669999997,4.176470588,0.8235294120000001,0.875
652137,WLH  ,2111,90,SP18,COGS,17,938231,Johnson,Christine M.,33,13,4.538461538,4.65,4.8,4.8,4.7,4.315789474,3.411764706,4.3,1.0,1.0
652158,PETER,103,90,SP18,COGS,17,938232,Johnson,Christine M.,59,23,4.695652174,4.523809524,4.428571429,4.7619047619999995,4.571428571,4.4,3.80952381,4.2380952380000005,0.80952381,0.9523809520000001
652179,WLH  ,2111,90,SP18,COGS,17,938233,Johnson,Christine M.,63,25,4.72,4.793103448,4.689655172,4.793103448,4.678571429,4.517241379,3.931034483,4.333333333,0.933333333,0.9655172409999999
652200,MANDE,B-150,90,SP18,COGS,17,938234,Johnson,Christine M.,62,18,4.777777778,4.789473684,4.789473684,4.3684210530000005,4.526315789,3.833333333,3.842105263,4.578947368,0.947368421,1.0
652221,WLH  ,2111,90,SP18,COGS,17,938235,Johnson,Christine M.,36,11,4.818181818,4.384615385,4.692307692,4.230769231,4.230769231,3.307692308,3.692307692,4.153846154,0.923076923,0.846153846
652242,WLH  ,2111,90,SP18,COGS,17,940637,Johnson,Christine M.,54,17,4.352941176,4.55,4.5,4.25,4.4,3.65,4.05,4.4,0.95,0.9
652347,CSB  ,115,90,SP18,COGS,3,938195,Boyle,Mary E. T.,40,21,4.2380952380000005,4.666666667,4.523809524,4.380952381,4.619047619,3.904761905,4.0476190480000005,4.272727273,0.9090909090000001,0.9523809520000001
652368,CSB  ,115,90,SP18,COGS,3,938196,Boyle,Mary E. T.,39,22,4.318181818,4.619047619,4.571428571,4.2380952380000005,4.333333333,3.714285714,3.9,4.0476190480000005,0.857142857,0.904761905
652389,CSB  ,115,90,SP18,COGS,3,938197,Boyle,Mary E. T.,39,19,4.1578947369999995,4.19047619,4.333333333,4.2380952380000005,3.904761905,3.19047619,3.476190476,3.8636363639999995,0.9090909090000001,0.9523809520000001
652410,CSB  ,115,90,SP18,COGS,3,938198,Boyle,Mary E. T.,39,23,4.173913043,4.380952381,4.285714286,4.571428571,4.1428571430000005,3.285714286,3.714285714,4.227272727,0.954545455,0.954545455
694988,PETER,110,8,WI13,COGS,1,764408,Saygin,Ayse P,52,24,4.083333333,4.421052632,4.210526316,4.421052632,3.833333333,3.421052632,3.157894737,3.9,0.9,0.894736842
695282,CENTR,119,8,WI13,COGS,11,764421,Boyle,Mary E. T.,38,15,4.666666667,4.176470588,4.3888888889999995,4.444444444,4.055555556,3.5555555560000003,3.833333333,3.833333333,0.947368421,1.0
695474,CENTR,216,8,WI13,COGS,17,764426,Johnson,Christine M.,47,25,4.64,4.319148936,4.520833333,4.479166667,4.234042553,3.808510638,3.916666667,4.3125,0.96,0.918367347
695663,CENTR,113,8,WI13,COGS,3,764415,Boyle,Mary E. T.,25,25,4.4,4.234042553,4.347826087,4.2826086960000005,4.065217391,3.6086956519999998,3.717391304,4.085106383,0.9361702129999999,0.893617021
731371,CSB  ,5,12,WI14,COGS,1,797838,Deak,Gedeon O.,48,21,4.095238095,4.375,4.354166667,4.333333333,4.173913043,3.6808510639999996,3.765957447,4.127659574,0.93877551,0.87755102
731392,CSB  ,5,12,WI14,COGS,1,797839,Deak,Gedeon O.,45,21,4.2380952380000005,4.423076923,4.462962963,4.471698113,4.358490566,3.722222222,3.814814815,4.1071428569999995,0.9464285709999999,1.0
731413,PCYNH,120,12,WI14,COGS,1,797841,Deak,Gedeon O.,49,16,4.25,4.384615385,4.480769231,4.442307692,4.346153846,3.826923077,3.9607843139999996,4.307692308,0.9259259259999999,0.962962963
731434,CSB  ,4,12,WI14,COGS,1,797842,Deak,Gedeon O.,42,12,4.0,4.423076923,4.423076923,4.423076923,4.326923077,3.826923077,4.039215686,4.188679245,0.905660377,0.943396226
731455,CSB  ,4,12,WI14,COGS,1,797843,Deak,Gedeon O.,33,14,4.0,4.382978723,4.340425532,4.404255319,4.170212766000001,3.760869565,3.744680851,4.0425531910000005,0.895833333,0.895833333
731809,TM102,1,12,WI14,COGS,11,794853,Boyle,Mary E. T.,40,19,4.684210526,4.25,4.0,4.476190476,3.761904762,3.571428571,3.761904762,4.095238095,0.9523809520000001,0.904761905
731830,TM102,1,12,WI14,COGS,11,794854,Boyle,Mary E. T.,39,19,4.421052632,4.4375,4.1875,4.5625,3.6875,3.4375,3.2,3.9411764710000003,0.882352941,0.8235294120000001
731851,TM102,1,12,WI14,COGS,11,794855,Boyle,Mary E. T.,9,4,4.5,4.0,4.1111111110000005,4.315789474,3.578947368,3.315789474,3.222222222,3.578947368,0.85,0.9
731872,TM102,1,12,WI14,COGS,11,794856,Boyle,Mary E. T.,33,15,4.533333333,3.9444444439999997,4.055555556,4.444444444,3.277777778,2.833333333,3.0,3.5555555560000003,0.7222222220000001,0.611111111
732057,CSB  ,4,12,WI14,COGS,17,794863,Johnson,Christine M.,31,16,4.875,4.675675676,4.575342466,4.260273973,4.581081081000001,4.164383562,3.767123288,4.465753425,0.893333333,0.9027777779999999
732078,WLH  ,2207,12,WI14,COGS,17,794864,Johnson,Christine M.,21,8,4.5,4.71875,4.78125,4.53125,4.6875,3.967741935,4.375,4.21875,0.875,1.0
732099,CSB  ,5,12,WI14,COGS,17,794865,Johnson,Christine M.,12,5,4.8,4.705882353,4.7352941180000006,4.382352941000001,4.4117647060000005,3.882352941,4.15625,4.558823529,0.882352941,0.9090909090000001
732267,CSB  ,115,12,WI14,COGS,3,794845,Boyle,Mary E. T.,25,12,4.333333333,4.71875,4.757575758,4.484848485,4.484848485,3.75,3.9090909089999997,4.2647058819999994,0.8857142859999999,0.9117647059999999
732288,CSB  ,115,12,WI14,COGS,3,794847,Boyle,Mary E. T.,15,4,4.5,4.696969697,4.787878788,4.545454545,4.606060606000001,3.75,4.272727273,4.352941176,0.9714285709999999,0.970588235
732308,CSB  ,115,12,WI14,COGS,3,794848,Boyle,Mary E. T.,17,9,3.4444444439999997,4.3888888889999995,4.5,4.555555556,4.444444444,3.823529412,3.166666667,4.1111111110000005,0.947368421,1.0
732328,CSB  ,115,12,WI14,COGS,3,794849,Boyle,Mary E. T.,13,4,4.5,4.444444444,4.352941176,4.5,4.277777778,3.6470588239999997,3.111111111,3.888888889,1.0,0.947368421
774372,CSB  ,4,47,WI15,COGS,1,828886,Boyle,Mary E. T.,49,26,4.038461538,4.6111111110000005,4.5,4.7647058819999994,4.6111111110000005,4.2352941180000006,3.733333333,4.0,0.947368421,1.0
774393,CSB  ,4,47,WI15,COGS,1,828887,Boyle,Mary E. T.,45,14,4.3571428569999995,4.653846154,4.555555556,4.814814815,4.346153846,3.592592593,3.115384615,3.888888889,0.8214285709999999,1.0
774414,CSB  ,4,47,WI15,COGS,1,828888,Boyle,Mary E. T.,48,13,4.230769231,4.315789474,4.3684210530000005,4.526315789,4.210526316,3.894736842,3.210526316,4.15,0.85,0.947368421
774435,CSB  ,4,47,WI15,COGS,1,828889,Boyle,Mary E. T.,42,17,4.117647058999999,4.423076923,4.384615385,4.64,4.269230769,3.84,3.307692308,3.884615385,0.892857143,0.9642857140000001
774456,CSB  ,5,47,WI15,COGS,1,828890,Boyle,Mary E. T.,51,16,3.875,4.652173913,4.47826087,4.652173913,4.434782609,4.045454545,3.272727273,4.083333333,0.956521739,0.956521739
774686,PCYNH,121,47,WI15,COGS,11,828895,Boroditsky,Lera,61,29,4.862068966,4.545454545,4.7,4.818181818,4.545454545,4.090909091,3.1818181819999998,4.3636363639999995,1.0,1.0
774997,WLH  ,2208,47,WI15,COGS,17,830294,Johnson,Christine M.,32,13,4.923076923,4.176470588,4.176470588,4.352941176,3.823529412,3.2941176469999998,3.764705882,4.058823529,0.8235294120000001,0.8235294120000001
775018,WLH  ,2115,47,WI15,COGS,17,830295,Johnson,Christine M.,38,19,4.263157895,4.756756757,4.675,4.375,4.35,3.525,3.923076923,4.487804878,0.926829268,0.95
775039,WLH  ,2115,47,WI15,COGS,17,830296,Johnson,Christine M.,22,7,4.1428571430000005,4.780487805,4.725,4.5,4.675,3.75,3.925,4.219512195,0.87804878,0.925
775164,CSB  ,115,47,WI15,COGS,3,830291,Boyle,Mary E. T.,26,10,4.4,4.714285714,4.727272727,4.485714286,4.558823529,3.8,3.8857142860000002,4.333333333,0.8888888890000001,0.944444444
775185,CSB  ,115,47,WI15,COGS,3,830292,Boyle,Mary E. T.,12,4,4.5,3.9411764710000003,3.888888889,4.1111111110000005,3.888888889,3.388888889,3.5555555560000003,3.894736842,0.8888888890000001,0.8888888890000001
775205,CSB  ,115,47,WI15,COGS,3,830293,Boyle,Mary E. T.,26,13,4.461538462,4.1,4.0,4.19047619,4.0,3.8636363639999995,4.1363636360000005,4.045454545,0.954545455,0.8636363640000001
823775,CSB  ,5,70,WI16,COGS,1,856429,Boyle,Mary E. T.,49,28,3.75,4.2,4.090909091,4.272727273,4.090909091,3.6363636360000005,3.8181818180000002,3.8181818180000002,0.9090909090000001,0.818181818
823796,CSB  ,5,70,WI16,COGS,1,856430,Boyle,Mary E. T.,35,17,4.058823529,4.1,4.2,4.272727273,4.090909091,3.583333333,3.454545455,4.083333333,0.916666667,1.0
823817,CSB  ,5,70,WI16,COGS,1,856431,Boyle,Mary E. T.,42,24,3.833333333,4.1578947369999995,4.052631579,4.1052631580000005,4.0,3.25,3.5555555560000003,3.95,0.9,0.95
823838,CSB  ,5,70,WI16,COGS,1,856432,Boyle,Mary E. T.,41,24,3.958333333,4.416666667,4.272727273,4.3,4.2,3.8461538460000004,3.454545455,4.076923077,0.846153846,0.923076923
823859,CSB  ,5,70,WI16,COGS,1,856433,Boyle,Mary E. T.,30,13,3.615384615,4.173913043,4.130434783,4.272727273,4.0869565219999995,3.333333333,3.173913043,3.75,0.92,0.84
823880,CSB  ,5,70,WI16,COGS,1,856434,Boyle,Mary E. T.,39,24,3.791666667,4.222222222,4.4,4.6,4.3,4.1,4.1,4.3,0.818181818,1.0
824195,PETER,104,70,WI16,COGS,11,856442,Boroditsky,Lera,74,35,4.714285714,4.2380952380000005,4.285714286,4.523809524,3.857142857,4.0476190480000005,3.904761905,4.409090909,0.9523809520000001,0.80952381
824477,CSB  ,5,70,WI16,COGS,17,856669,Johnson,Christine M.,48,25,4.72,4.318181818,4.0869565219999995,4.52173913,4.2173913039999995,3.956521739,3.913043478,4.043478261000001,0.875,0.875
824498,CSB  ,5,70,WI16,COGS,17,856670,Johnson,Christine M.,49,24,4.416666667,4.1578947369999995,4.210526316,4.3888888889999995,3.631578947,3.894736842,3.684210526,4.0,0.857142857,0.761904762
824519,CSB  ,5,70,WI16,COGS,17,856671,Johnson,Christine M.,45,17,4.882352941000001,4.173913043,4.0869565219999995,4.260869565,3.826086957,3.6956521739999997,3.47826087,3.826086957,0.958333333,0.916666667
824644,CSB  ,115,70,WI16,COGS,3,856436,Boyle,Mary E. T.,29,10,4.5,4.909090909,4.916666667,4.833333333,4.833333333,4.583333333,4.333333333,4.615384615,1.0,1.0
824665,CSB  ,115,70,WI16,COGS,3,856437,Boyle,Mary E. T.,31,12,4.416666667,4.818181818,4.909090909,4.6363636360000005,4.6363636360000005,4.545454545,4.0,4.545454545,0.9090909090000001,1.0
824686,CSB  ,115,70,WI16,COGS,3,856438,Boyle,Mary E. T.,27,11,4.272727273,4.866666667,4.866666667,4.6,4.785714286,4.733333333,4.266666667,4.785714286,0.933333333,0.933333333
878039,PCYNH,121,80,WI17,COGS,1,890829,Boyle,Mary E. T.,54,23,4.0869565219999995,4.538461538,4.615384615,4.461538462,4.307692308,3.615384615,4.166666667,4.230769231,0.846153846,0.846153846
878060,PCYNH,121,80,WI17,COGS,1,890830,Boyle,Mary E. T.,57,24,4.041666667,4.695652174,4.695652174,4.608695652,4.608695652,3.782608696,4.0,4.347826087,0.826086957,0.956521739
878081,MANDE,B-150,80,WI17,COGS,1,890831,Boyle,Mary E. T.,55,22,4.227272727,4.72,4.64,4.461538462,4.541666667,3.384615385,3.5,4.153846154,0.7307692309999999,0.807692308
878102,PCYNH,120,80,WI17,COGS,1,890832,Boyle,Mary E. T.,48,22,4.090909091,4.777777778,4.666666667,4.333333333,4.3684210530000005,3.105263158,3.9444444439999997,3.789473684,0.684210526,0.894736842
878123,MANDE,B-150,80,WI17,COGS,1,890833,Boyle,Mary E. T.,52,22,4.227272727,4.818181818,4.818181818,4.6363636360000005,4.545454545,3.9090909089999997,4.090909091,4.090909091,0.818181818,0.9090909090000001
878144,PCYNH,120,80,WI17,COGS,1,890834,Boyle,Mary E. T.,54,22,4.227272727,4.50877193,4.473684211,4.6140350880000005,4.052631579,3.263157895,3.50877193,3.789473684,0.7241379309999999,0.929824561
878165,PCYNH,120,80,WI17,COGS,1,904855,Boyle,Mary E. T.,50,23,3.826086957,4.425925926000001,4.351851852,4.471698113,3.905660377,3.301886792,3.192307692,3.87037037,0.759259259,0.905660377
878186,PCYNH,120,80,WI17,COGS,100,890856,Kirsh,David Joel,49,25,4.08,4.14,4.153846154,4.403846154,3.769230769,2.942307692,2.882352941,3.716981132,0.698113208,0.867924528
878207,CSB  ,4,80,WI17,COGS,100,896866,Kirsh,David Joel,48,18,4.166666667,4.818181818,4.714285714,4.409090909,4.590909091,4.272727273,4.095238095,4.5,0.8636363640000001,0.954545455
878624,,,80,WI17,COGS,11,890840,Boroditsky,Lera,160,52,4.692307692,4.823529412,4.7647058819999994,4.7647058819999994,4.647058824,4.5625,4.25,4.823529412,1.0,1.0
878936,SOLIS,109,80,WI17,COGS,17,890851,Johnson,Christine M.,46,23,4.608695652,4.352941176,4.647058824,4.470588235,4.529411765,3.764705882,4.058823529,4.3888888889999995,0.8888888890000001,0.944444444
878957,SOLIS,109,80,WI17,COGS,17,890852,Johnson,Christine M.,46,19,4.684210526,4.1,3.6,4.3,3.8,3.1,3.4,3.4,0.7,0.8
878978,SOLIS,109,80,WI17,COGS,17,890853,Johnson,Christine M.,40,16,4.5,4.333333333,4.1428571430000005,4.265306122,4.204081633,3.54,3.714285714,3.92,0.92,0.9
878999,MANDE,B-150,80,WI17,COGS,17,904872,Johnson,Christine M.,58,26,4.5,4.428571429,4.4,4.408163265,4.367346939,3.770833333,3.816326531,4.1,0.94,0.94
879188,CSB  ,115,80,WI17,COGS,3,890836,Boyle,Mary E. T.,32,11,4.6363636360000005,4.37037037,4.37037037,4.3888888889999995,4.166666667,3.7037037039999996,3.811320755,4.240740741000001,0.87037037,0.8888888890000001
879209,CSB  ,115,80,WI17,COGS,3,890837,Boyle,Mary E. T.,35,8,4.25,4.277777778,4.3272727269999995,4.272727273,4.222222222,3.890909091,4.092592593,4.25,0.892857143,0.892857143
879230,CSB  ,115,80,WI17,COGS,3,890838,Boyle,Mary E. T.,28,8,4.5,4.410714286,4.339285714,4.454545455,4.345454545,3.981818182,3.946428571,4.228070175,0.9137931029999999,0.948275862
936993,PCYNH,121,89,WI18,COGS,1,925517,Boyle,Mary E. T.,60,47,4.319148936,4.244897958999999,4.265306122,4.3,4.354166667,3.78,4.0,4.14,0.884615385,0.923076923
937014,PCYNH,121,89,WI18,COGS,1,925518,Boyle,Mary E. T.,54,47,4.234042553,4.48,4.352941176,4.352941176,4.294117647,3.6078431369999997,3.666666667,4.22,0.942307692,0.923076923
937035,PCYNH,121,89,WI18,COGS,1,925519,Boyle,Mary E. T.,57,48,4.375,4.259259258999999,4.148148148,4.320754717,4.169811321,3.603773585,3.87037037,4.185185185,0.87037037,0.944444444
937056,PCYNH,121,89,WI18,COGS,1,925520,Boyle,Mary E. T.,62,52,4.423076923,4.692307692,4.615384615,4.692307692,4.307692308,4.307692308,3.769230769,4.153846154,0.846153846,0.846153846
937077,PCYNH,121,89,WI18,COGS,1,925521,Boyle,Mary E. T.,58,52,4.384615385,4.6875,4.8125,4.8125,4.75,4.3125,3.933333333,4.1875,0.9411764709999999,0.882352941
